212	SISRS_contig-1000010
211	SISRS_contig-234000012
210	SISRS_contig-486000015
210	SISRS_contig-375000002
210	SISRS_contig-199000003
209	SISRS_contig-203000017
208	SISRS_contig-918000016
208	SISRS_contig-1447000010
207	SISRS_contig-1168000007
206	SISRS_contig-104000005
205	SISRS_contig-30000005
205	SISRS_contig-226000003
205	SISRS_contig-209000011
204	SISRS_contig-4448000006
204	SISRS_contig-261000002
204	SISRS_contig-12000004
203	SISRS_contig-322000012
203	SISRS_contig-11316000013
201	SISRS_contig-281000014
200	SISRS_contig-9693000000
200	SISRS_contig-177000013
199	SISRS_contig-292000007
198	SISRS_contig-191000010
197	SISRS_contig-303000017
197	SISRS_contig-226000019
197	SISRS_contig-144000008
197	SISRS_contig-140000005
197	SISRS_contig-121000006
196	SISRS_contig-713000004
196	SISRS_contig-246000002
196	SISRS_contig-218000006
194	SISRS_contig-23000001
193	SISRS_contig-99000005
193	SISRS_contig-381000012
193	SISRS_contig-126000008
193	SISRS_contig-10991000010
192	SISRS_contig-9000000
192	SISRS_contig-363000018
192	SISRS_contig-159000002
191	SISRS_contig-21000009
191	SISRS_contig-17000001
191	SISRS_contig-1071000018
190	SISRS_contig-250000011
189	SISRS_contig-286000000
188	SISRS_contig-1192000007
187	SISRS_contig-89000004
187	SISRS_contig-285000018
187	SISRS_contig-284000001
186	SISRS_contig-31000017
186	SISRS_contig-2000005
185	SISRS_contig-308000016
185	SISRS_contig-252000014
184	SISRS_contig-67000016
184	SISRS_contig-507000013
184	SISRS_contig-108000008
183	SISRS_contig-395000011
183	SISRS_contig-381000006
183	SISRS_contig-377000008
181	SISRS_contig-319000018
180	SISRS_contig-54000010
180	SISRS_contig-505000013
180	SISRS_contig-462000010
180	SISRS_contig-1648000014
180	SISRS_contig-150000006
179	SISRS_contig-489000008
179	SISRS_contig-258000008
177	SISRS_contig-9000008
177	SISRS_contig-518000016
177	SISRS_contig-357000006
177	SISRS_contig-178000008
177	SISRS_contig-145000014
176	SISRS_contig-996000004
176	SISRS_contig-415000001
176	SISRS_contig-152000007
176	SISRS_contig-1141000016
175	SISRS_contig-270000005
175	SISRS_contig-109000000
174	SISRS_contig-90000004
174	SISRS_contig-8000002
174	SISRS_contig-352000008
174	SISRS_contig-14152000009
174	SISRS_contig-128000011
174	SISRS_contig-117000006
173	SISRS_contig-778000016
173	SISRS_contig-351000010
173	SISRS_contig-290000002
173	SISRS_contig-1680000013
173	SISRS_contig-134000008
172	SISRS_contig-640000002
172	SISRS_contig-55000019
172	SISRS_contig-3997000006
172	SISRS_contig-352000011
172	SISRS_contig-257000014
172	SISRS_contig-167000001
172	SISRS_contig-137000002
171	SISRS_contig-821000001
171	SISRS_contig-8000017
170	SISRS_contig-7000019
170	SISRS_contig-666000019
170	SISRS_contig-5387000005
170	SISRS_contig-12000011
169	SISRS_contig-5464000017
169	SISRS_contig-45000000
169	SISRS_contig-25000017
169	SISRS_contig-2058000006
169	SISRS_contig-1710000014
169	SISRS_contig-158000016
168	SISRS_contig-897000012
168	SISRS_contig-438000013
168	SISRS_contig-413000002
168	SISRS_contig-314000014
168	SISRS_contig-134000016
168	SISRS_contig-1321000008
167	SISRS_contig-528000001
167	SISRS_contig-150000003
167	SISRS_contig-1401000013
167	SISRS_contig-14000001
166	SISRS_contig-863000004
166	SISRS_contig-768000003
166	SISRS_contig-5066000005
166	SISRS_contig-373000015
166	SISRS_contig-338000017
166	SISRS_contig-302000015
166	SISRS_contig-238000012
165	SISRS_contig-926000012
165	SISRS_contig-390000002
165	SISRS_contig-11116000007
165	SISRS_contig-110000011
164	SISRS_contig-641000013
164	SISRS_contig-439000011
164	SISRS_contig-421000004
164	SISRS_contig-419000019
164	SISRS_contig-388000011
164	SISRS_contig-375000001
164	SISRS_contig-370000002
164	SISRS_contig-305000019
164	SISRS_contig-10409000001
163	SISRS_contig-563000018
163	SISRS_contig-396000013
163	SISRS_contig-323000016
163	SISRS_contig-2067000012
162	SISRS_contig-585000009
162	SISRS_contig-439000001
162	SISRS_contig-379000016
162	SISRS_contig-355000015
162	SISRS_contig-329000003
161	SISRS_contig-939000002
161	SISRS_contig-524000000
161	SISRS_contig-4329000006
161	SISRS_contig-415000008
161	SISRS_contig-3783000018
161	SISRS_contig-342000013
161	SISRS_contig-330000000
160	SISRS_contig-638000018
160	SISRS_contig-537000007
160	SISRS_contig-363000008
159	SISRS_contig-98000009
159	SISRS_contig-84000019
159	SISRS_contig-700000000
159	SISRS_contig-483000008
159	SISRS_contig-439000003
159	SISRS_contig-3618000003
159	SISRS_contig-322000007
159	SISRS_contig-2499000005
159	SISRS_contig-231000011
159	SISRS_contig-208000016
159	SISRS_contig-1063000008
158	SISRS_contig-899000016
158	SISRS_contig-682000014
158	SISRS_contig-575000019
158	SISRS_contig-570000012
158	SISRS_contig-375000015
158	SISRS_contig-342000000
158	SISRS_contig-2790000000
158	SISRS_contig-212000002
157	SISRS_contig-953000005
157	SISRS_contig-634000012
157	SISRS_contig-607000012
157	SISRS_contig-245000007
157	SISRS_contig-196000006
156	SISRS_contig-96000014
156	SISRS_contig-8113000011
156	SISRS_contig-81000005
156	SISRS_contig-71000009
156	SISRS_contig-689000019
156	SISRS_contig-662000003
156	SISRS_contig-650000013
156	SISRS_contig-435000012
156	SISRS_contig-434000013
156	SISRS_contig-355000001
156	SISRS_contig-31000002
156	SISRS_contig-145000008
156	SISRS_contig-142000005
156	SISRS_contig-1102000019
156	SISRS_contig-103000001
155	SISRS_contig-743000006
155	SISRS_contig-674000008
155	SISRS_contig-649000003
155	SISRS_contig-527000012
155	SISRS_contig-525000008
155	SISRS_contig-432000013
154	SISRS_contig-795000005
154	SISRS_contig-77000004
154	SISRS_contig-67000004
154	SISRS_contig-512000014
154	SISRS_contig-414000017
154	SISRS_contig-1343000006
154	SISRS_contig-1173000007
153	SISRS_contig-926000013
153	SISRS_contig-915000002
153	SISRS_contig-855000000
153	SISRS_contig-401000004
153	SISRS_contig-24000006
153	SISRS_contig-211000010
153	SISRS_contig-118000013
152	SISRS_contig-994000001
152	SISRS_contig-844000013
152	SISRS_contig-5700000003
152	SISRS_contig-430000014
152	SISRS_contig-421000000
152	SISRS_contig-342000018
152	SISRS_contig-2741000014
152	SISRS_contig-2502000017
152	SISRS_contig-1490000018
152	SISRS_contig-11448000011
151	SISRS_contig-8753000017
151	SISRS_contig-736000013
151	SISRS_contig-465000008
151	SISRS_contig-389000003
151	SISRS_contig-319000005
151	SISRS_contig-2847000015
151	SISRS_contig-17000016
151	SISRS_contig-1630000019
151	SISRS_contig-1354000012
151	SISRS_contig-121000004
151	SISRS_contig-10000001
150	SISRS_contig-719000010
150	SISRS_contig-54000008
150	SISRS_contig-495000011
150	SISRS_contig-485000003
150	SISRS_contig-447000019
150	SISRS_contig-404000010
150	SISRS_contig-291000011
150	SISRS_contig-259000007
150	SISRS_contig-24000011
149	SISRS_contig-9000018
149	SISRS_contig-83000012
149	SISRS_contig-793000011
149	SISRS_contig-745000004
149	SISRS_contig-644000018
149	SISRS_contig-603000010
149	SISRS_contig-602000013
149	SISRS_contig-443000013
149	SISRS_contig-431000014
149	SISRS_contig-1509000012
149	SISRS_contig-1430000013
149	SISRS_contig-12000018
149	SISRS_contig-1169000012
148	SISRS_contig-89000015
148	SISRS_contig-75000013
148	SISRS_contig-710000001
148	SISRS_contig-584000017
148	SISRS_contig-466000013
148	SISRS_contig-36000019
148	SISRS_contig-357000016
148	SISRS_contig-343000004
148	SISRS_contig-189000018
148	SISRS_contig-182000011
148	SISRS_contig-148000001
148	SISRS_contig-143000012
148	SISRS_contig-140000012
148	SISRS_contig-1378000004
148	SISRS_contig-13000002
148	SISRS_contig-1053000004
147	SISRS_contig-907000006
147	SISRS_contig-741000000
147	SISRS_contig-663000005
147	SISRS_contig-566000000
147	SISRS_contig-405000004
147	SISRS_contig-39000006
147	SISRS_contig-2000000001
147	SISRS_contig-12000006
146	SISRS_contig-939000015
146	SISRS_contig-923000015
146	SISRS_contig-773000011
146	SISRS_contig-731000016
146	SISRS_contig-674000003
146	SISRS_contig-659000005
146	SISRS_contig-65000013
146	SISRS_contig-598000010
146	SISRS_contig-532000002
146	SISRS_contig-450000007
146	SISRS_contig-426000008
146	SISRS_contig-399000010
146	SISRS_contig-336000013
146	SISRS_contig-331000009
146	SISRS_contig-1821000014
146	SISRS_contig-128000009
146	SISRS_contig-1196000015
145	SISRS_contig-764000018
145	SISRS_contig-707000012
145	SISRS_contig-674000002
145	SISRS_contig-543000014
145	SISRS_contig-534000012
145	SISRS_contig-507000007
145	SISRS_contig-210000002
145	SISRS_contig-1609000007
145	SISRS_contig-1369000006
145	SISRS_contig-12835000002
145	SISRS_contig-1205000013
145	SISRS_contig-113000008
144	SISRS_contig-910000006
144	SISRS_contig-631000002
144	SISRS_contig-5973000018
144	SISRS_contig-528000017
144	SISRS_contig-368000017
144	SISRS_contig-272000007
144	SISRS_contig-1208000013
144	SISRS_contig-12
144	SISRS_contig-1025000019
143	SISRS_contig-950000002
143	SISRS_contig-946000019
143	SISRS_contig-734000004
143	SISRS_contig-696000013
143	SISRS_contig-673000017
143	SISRS_contig-662000015
143	SISRS_contig-626000012
143	SISRS_contig-609000019
143	SISRS_contig-58000014
143	SISRS_contig-55000015
143	SISRS_contig-50000017
143	SISRS_contig-469000018
143	SISRS_contig-466000008
143	SISRS_contig-41000011
143	SISRS_contig-38000018
143	SISRS_contig-245000004
143	SISRS_contig-2038000007
143	SISRS_contig-1425000019
143	SISRS_contig-1246000018
142	SISRS_contig-865000000
142	SISRS_contig-831000011
142	SISRS_contig-787000001
142	SISRS_contig-772000012
142	SISRS_contig-755000003
142	SISRS_contig-682000015
142	SISRS_contig-620000004
142	SISRS_contig-618000007
142	SISRS_contig-426000004
142	SISRS_contig-252000008
142	SISRS_contig-2504000001
142	SISRS_contig-203000019
142	SISRS_contig-2010000011
142	SISRS_contig-1543000002
142	SISRS_contig-1316000005
142	SISRS_contig-1257000001
142	SISRS_contig-1086000019
142	SISRS_contig-1001000011
141	SISRS_contig-938000017
141	SISRS_contig-86000007
141	SISRS_contig-843000001
141	SISRS_contig-79000006
141	SISRS_contig-772000014
141	SISRS_contig-702000000
141	SISRS_contig-685000018
141	SISRS_contig-656000007
141	SISRS_contig-488000001
141	SISRS_contig-349000011
141	SISRS_contig-2923000017
141	SISRS_contig-254000006
141	SISRS_contig-201000001
141	SISRS_contig-1146000006
141	SISRS_contig-11415000014
141	SISRS_contig-1134000006
141	SISRS_contig-11010000012
141	SISRS_contig-1031000010
140	SISRS_contig-954000013
140	SISRS_contig-909000003
140	SISRS_contig-882000005
140	SISRS_contig-811000018
140	SISRS_contig-688000010
140	SISRS_contig-674000010
140	SISRS_contig-661000005
140	SISRS_contig-589000019
140	SISRS_contig-555000010
140	SISRS_contig-449000009
140	SISRS_contig-422000006
140	SISRS_contig-41000013
140	SISRS_contig-1655000004
140	SISRS_contig-164000018
140	SISRS_contig-1479000017
140	SISRS_contig-1349000012
139	SISRS_contig-993000006
139	SISRS_contig-794000015
139	SISRS_contig-748000000
139	SISRS_contig-654000015
139	SISRS_contig-554000006
139	SISRS_contig-497000006
139	SISRS_contig-3393000000
139	SISRS_contig-294000007
139	SISRS_contig-1644000018
139	SISRS_contig-1225000013
139	SISRS_contig-1212000017
139	SISRS_contig-1183000019
139	SISRS_contig-1092000012
139	SISRS_contig-1075000008
138	SISRS_contig-894000014
138	SISRS_contig-840000011
138	SISRS_contig-834000017
138	SISRS_contig-790000006
138	SISRS_contig-60000002
138	SISRS_contig-586000002
138	SISRS_contig-501000008
138	SISRS_contig-443000011
138	SISRS_contig-402000004
138	SISRS_contig-391000008
138	SISRS_contig-279000017
138	SISRS_contig-214000010
138	SISRS_contig-1545000009
138	SISRS_contig-1368000006
138	SISRS_contig-1331000019
138	SISRS_contig-1292000014
138	SISRS_contig-1088000011
138	SISRS_contig-1087000015
138	SISRS_contig-1072000006
138	SISRS_contig-1046000002
138	SISRS_contig-1032000016
138	SISRS_contig-10000013
137	SISRS_contig-941000006
137	SISRS_contig-935000019
137	SISRS_contig-857000019
137	SISRS_contig-843000008
137	SISRS_contig-832000002
137	SISRS_contig-813000005
137	SISRS_contig-772000013
137	SISRS_contig-767000004
137	SISRS_contig-662000006
137	SISRS_contig-609000002
137	SISRS_contig-5434000000
137	SISRS_contig-424000016
137	SISRS_contig-291000002
137	SISRS_contig-273000009
137	SISRS_contig-251000003
137	SISRS_contig-1595000019
137	SISRS_contig-1542000003
137	SISRS_contig-1423000013
137	SISRS_contig-1260000000
137	SISRS_contig-1229000007
136	SISRS_contig-985000015
136	SISRS_contig-967000006
136	SISRS_contig-882000013
136	SISRS_contig-785000000
136	SISRS_contig-739000002
136	SISRS_contig-721000003
136	SISRS_contig-683000014
136	SISRS_contig-679000009
136	SISRS_contig-660000003
136	SISRS_contig-618000014
136	SISRS_contig-565000013
136	SISRS_contig-402000012
136	SISRS_contig-34000001
136	SISRS_contig-287000016
136	SISRS_contig-2065000017
136	SISRS_contig-1822000001
136	SISRS_contig-1813000013
136	SISRS_contig-1511000015
136	SISRS_contig-145000000
136	SISRS_contig-1413000002
136	SISRS_contig-13942000001
136	SISRS_contig-1289000015
136	SISRS_contig-1132000016
136	SISRS_contig-10996000005
136	SISRS_contig-1036000016
135	SISRS_contig-997000009
135	SISRS_contig-975000016
135	SISRS_contig-912000016
135	SISRS_contig-904000004
135	SISRS_contig-8430000012
135	SISRS_contig-714000015
135	SISRS_contig-579000009
135	SISRS_contig-522000019
135	SISRS_contig-516000005
135	SISRS_contig-453000015
135	SISRS_contig-425000016
135	SISRS_contig-3394000011
135	SISRS_contig-305000018
135	SISRS_contig-2513000001
135	SISRS_contig-2028000003
135	SISRS_contig-1483000004
135	SISRS_contig-1348000004
135	SISRS_contig-1328000008
135	SISRS_contig-1311000009
135	SISRS_contig-1291000006
135	SISRS_contig-1228000018
135	SISRS_contig-1176000017
135	SISRS_contig-1158000012
135	SISRS_contig-1137000007
135	SISRS_contig-1016000001
134	SISRS_contig-966000014
134	SISRS_contig-928000013
134	SISRS_contig-869000019
134	SISRS_contig-833000007
134	SISRS_contig-828000002
134	SISRS_contig-807000006
134	SISRS_contig-571000004
134	SISRS_contig-554000001
134	SISRS_contig-512000008
134	SISRS_contig-49000010
134	SISRS_contig-443000008
134	SISRS_contig-261000015
134	SISRS_contig-261000003
134	SISRS_contig-1811000002
134	SISRS_contig-1574000005
134	SISRS_contig-1546000000
134	SISRS_contig-1514000007
134	SISRS_contig-1488000005
134	SISRS_contig-1424000014
133	SISRS_contig-988000019
133	SISRS_contig-951000014
133	SISRS_contig-944000013
133	SISRS_contig-896000016
133	SISRS_contig-834000015
133	SISRS_contig-783000012
133	SISRS_contig-666000009
133	SISRS_contig-639000013
133	SISRS_contig-601000002
133	SISRS_contig-600000016
133	SISRS_contig-546000000
133	SISRS_contig-502000017
133	SISRS_contig-454000019
133	SISRS_contig-3680000006
133	SISRS_contig-2996000010
133	SISRS_contig-2544000004
133	SISRS_contig-248000013
133	SISRS_contig-190000013
133	SISRS_contig-1899000001
133	SISRS_contig-1889000015
133	SISRS_contig-165000019
133	SISRS_contig-1570000014
133	SISRS_contig-1527000008
133	SISRS_contig-1456000017
133	SISRS_contig-1302000016
133	SISRS_contig-1201000018
133	SISRS_contig-1200000003
133	SISRS_contig-1150000011
133	SISRS_contig-1089000010
133	SISRS_contig-1024000004
132	SISRS_contig-996000014
132	SISRS_contig-993000010
132	SISRS_contig-987000006
132	SISRS_contig-800000003
132	SISRS_contig-731000013
132	SISRS_contig-631000000
132	SISRS_contig-620000009
132	SISRS_contig-596000008
132	SISRS_contig-558000007
132	SISRS_contig-425000002
132	SISRS_contig-307000014
132	SISRS_contig-248000016
132	SISRS_contig-2358000006
132	SISRS_contig-215000018
132	SISRS_contig-2072000007
132	SISRS_contig-1905000005
132	SISRS_contig-1846000008
132	SISRS_contig-1777000014
132	SISRS_contig-1750000016
132	SISRS_contig-1524000002
132	SISRS_contig-1492000015
132	SISRS_contig-1410000000
132	SISRS_contig-1367000003
132	SISRS_contig-1301000019
132	SISRS_contig-1260000009
132	SISRS_contig-1253000003
132	SISRS_contig-1150000003
132	SISRS_contig-1077000012
132	SISRS_contig-1051000004
132	SISRS_contig-1049000019
131	SISRS_contig-990000015
131	SISRS_contig-94000011
131	SISRS_contig-920000003
131	SISRS_contig-866000019
131	SISRS_contig-790000005
131	SISRS_contig-748000019
131	SISRS_contig-650000011
131	SISRS_contig-583000004
131	SISRS_contig-2860000013
131	SISRS_contig-257000015
131	SISRS_contig-243000001
131	SISRS_contig-2356000015
131	SISRS_contig-2156000010
131	SISRS_contig-200000003
131	SISRS_contig-1916000003
131	SISRS_contig-1701000010
131	SISRS_contig-1697000007
131	SISRS_contig-1656000006
131	SISRS_contig-1566000004
131	SISRS_contig-1407000015
131	SISRS_contig-1400000017
131	SISRS_contig-1277000012
131	SISRS_contig-1228000001
131	SISRS_contig-1205000001
130	SISRS_contig-948000016
130	SISRS_contig-936000013
130	SISRS_contig-916000012
130	SISRS_contig-915000001
130	SISRS_contig-844000009
130	SISRS_contig-834000008
130	SISRS_contig-7000015
130	SISRS_contig-644000011
130	SISRS_contig-56000006
130	SISRS_contig-507000010
130	SISRS_contig-389000002
130	SISRS_contig-3612000004
130	SISRS_contig-324000013
130	SISRS_contig-310000002
130	SISRS_contig-2871000002
130	SISRS_contig-2768000018
130	SISRS_contig-2714000003
130	SISRS_contig-2681000016
130	SISRS_contig-261000014
130	SISRS_contig-230000015
130	SISRS_contig-194000014
130	SISRS_contig-1883000017
130	SISRS_contig-1866000003
130	SISRS_contig-1473000016
130	SISRS_contig-1431000015
130	SISRS_contig-1341000018
130	SISRS_contig-1340000016
130	SISRS_contig-1321000010
130	SISRS_contig-1135000015
130	SISRS_contig-1130000016
130	SISRS_contig-1120000002
130	SISRS_contig-1083000003
129	SISRS_contig-9780000008
129	SISRS_contig-936000011
129	SISRS_contig-91000019
129	SISRS_contig-809000012
129	SISRS_contig-8000014
129	SISRS_contig-695000008
129	SISRS_contig-679000015
129	SISRS_contig-452000012
129	SISRS_contig-450000013
129	SISRS_contig-388000003
129	SISRS_contig-3159000011
129	SISRS_contig-305000015
129	SISRS_contig-2775000010
129	SISRS_contig-2725000006
129	SISRS_contig-2540000003
129	SISRS_contig-2066000017
129	SISRS_contig-2041000000
129	SISRS_contig-1843000016
129	SISRS_contig-180000009
129	SISRS_contig-1693000000
129	SISRS_contig-1689000007
129	SISRS_contig-1498000018
129	SISRS_contig-1295000014
129	SISRS_contig-118000004
129	SISRS_contig-1096000012
129	SISRS_contig-1084000012
129	SISRS_contig-1006000008
128	SISRS_contig-967000002
128	SISRS_contig-913000004
128	SISRS_contig-853000016
128	SISRS_contig-814000004
128	SISRS_contig-796000003
128	SISRS_contig-733000003
128	SISRS_contig-5222000013
128	SISRS_contig-5219000008
128	SISRS_contig-425000003
128	SISRS_contig-340000002
128	SISRS_contig-290000000
128	SISRS_contig-2350000009
128	SISRS_contig-2023000000
128	SISRS_contig-1907000001
128	SISRS_contig-1860000016
128	SISRS_contig-1672000011
128	SISRS_contig-153000011
128	SISRS_contig-1526000015
128	SISRS_contig-1507000017
128	SISRS_contig-1504000009
128	SISRS_contig-1502000019
128	SISRS_contig-1475000017
128	SISRS_contig-1435000017
128	SISRS_contig-1378000002
128	SISRS_contig-1252000016
128	SISRS_contig-1249000005
128	SISRS_contig-1214000015
128	SISRS_contig-1141000008
128	SISRS_contig-1135000016
128	SISRS_contig-1031000007
127	SISRS_contig-958000001
127	SISRS_contig-918000018
127	SISRS_contig-915000003
127	SISRS_contig-90000018
127	SISRS_contig-859000004
127	SISRS_contig-834000011
127	SISRS_contig-75000004
127	SISRS_contig-711000008
127	SISRS_contig-709000013
127	SISRS_contig-708000002
127	SISRS_contig-659000008
127	SISRS_contig-657000014
127	SISRS_contig-622000004
127	SISRS_contig-619000015
127	SISRS_contig-553000009
127	SISRS_contig-499000011
127	SISRS_contig-495000008
127	SISRS_contig-493000013
127	SISRS_contig-4666000014
127	SISRS_contig-427000003
127	SISRS_contig-2595000008
127	SISRS_contig-2295000010
127	SISRS_contig-2189000013
127	SISRS_contig-199000017
127	SISRS_contig-1987000017
127	SISRS_contig-1858000008
127	SISRS_contig-1779000009
127	SISRS_contig-1656000007
127	SISRS_contig-1558000015
127	SISRS_contig-1504000001
127	SISRS_contig-1487000012
127	SISRS_contig-1479000003
127	SISRS_contig-1474000002
127	SISRS_contig-1446000016
127	SISRS_contig-1419000006
127	SISRS_contig-140000014
127	SISRS_contig-1229000013
127	SISRS_contig-109000010
127	SISRS_contig-1024000014
127	SISRS_contig-1023000016
127	SISRS_contig-1007000018
126	SISRS_contig-974000002
126	SISRS_contig-950000000
126	SISRS_contig-946000016
126	SISRS_contig-943000016
126	SISRS_contig-928000007
126	SISRS_contig-890000010
126	SISRS_contig-870000012
126	SISRS_contig-792000004
126	SISRS_contig-774000010
126	SISRS_contig-713000011
126	SISRS_contig-708000008
126	SISRS_contig-695000000
126	SISRS_contig-557000018
126	SISRS_contig-441000008
126	SISRS_contig-3779000019
126	SISRS_contig-2377000014
126	SISRS_contig-2178000019
126	SISRS_contig-2146000001
126	SISRS_contig-214000004
126	SISRS_contig-2086000019
126	SISRS_contig-2029000008
126	SISRS_contig-1884000013
126	SISRS_contig-1823000012
126	SISRS_contig-1629000013
126	SISRS_contig-1597000001
126	SISRS_contig-1558000013
126	SISRS_contig-1502000016
126	SISRS_contig-1500000018
126	SISRS_contig-1498000000
126	SISRS_contig-1380000005
126	SISRS_contig-1256000000
126	SISRS_contig-11996000015
126	SISRS_contig-1194000017
126	SISRS_contig-1187000019
126	SISRS_contig-1176000015
126	SISRS_contig-1173000008
126	SISRS_contig-1149000001
126	SISRS_contig-11054000008
126	SISRS_contig-1064000000
126	SISRS_contig-1000000007
125	SISRS_contig-946000002
125	SISRS_contig-879000019
125	SISRS_contig-843000018
125	SISRS_contig-732000015
125	SISRS_contig-723000002
125	SISRS_contig-704000013
125	SISRS_contig-701000012
125	SISRS_contig-693000016
125	SISRS_contig-660000001
125	SISRS_contig-617000014
125	SISRS_contig-605000009
125	SISRS_contig-523000005
125	SISRS_contig-520000010
125	SISRS_contig-520000007
125	SISRS_contig-410000010
125	SISRS_contig-401000000
125	SISRS_contig-3076000018
125	SISRS_contig-3035000005
125	SISRS_contig-2870000019
125	SISRS_contig-2525000006
125	SISRS_contig-252000013
125	SISRS_contig-2229000005
125	SISRS_contig-2202000013
125	SISRS_contig-2065000013
125	SISRS_contig-1928000011
125	SISRS_contig-1723000004
125	SISRS_contig-158000007
125	SISRS_contig-1518000002
125	SISRS_contig-1479000011
125	SISRS_contig-1421000011
125	SISRS_contig-1329000015
125	SISRS_contig-1312000002
125	SISRS_contig-1303000002
125	SISRS_contig-1143000001
125	SISRS_contig-112000018
125	SISRS_contig-1111000011
125	SISRS_contig-1055000013
